ID;MesSiniestro;Marca;Zona;Sexo;EstadoCivil;Edad;Categoria;CostoVehiculo;TipoConductor;Modelo;Testigo;Anio;Pago;Cerrado
12575;May;Honda;Urbana;Hombre;Soltero;27;Deportivo;Alto;4;5mas;No;2024;243.11;1
12576;Abr;Pontiac;Rural;Hombre;Soltero;32;Sedan;Medio;2;5mas;No;2024;211.54;1
12577;Abr;Toyota;Urbana;Mujer;Soltero;29;Deportivo;Bajo;4;5mas;No;2024;130.80;1
12578;Abr;VW;Urbana;Hombre;Casado;71;Deportivo;Medio;3;5mas;No;2024;71.77;1
12579;Feb;Honda;Urbana;Mujer;Soltero;26;Sedan;Bajo;4;5mas;No;2024;34.79;0
12580;Ene;Ford;Urbana;Hombre;Casado;34;Sedan;Bajo;3;5mas;No;2024;264.95;0
12581;Dic;Toyota;Urbana;Hombre;Casado;43;Deportivo;Bajo;3;5mas;No;2024;73.91;0
12582;Nov;Honda;Urbana;Hombre;Casado;50;Deportivo;Bajo;4;5mas;No;2024;189.54;1
12583;Nov;Chevrolet;Urbana;Hombre;Casado;45;Deportivo;Medio;4;5mas;No;2024;364.40;0
12584;Nov;Mazda;Urbana;Hombre;Soltero;18;Sedan;Bajo;3;2y;No;2024;217.05;0
12585;Nov;Toyota;Urbana;Hombre;Casado;40;Sedan;Bajo;4;5mas;No;2024;97.97;1
12586;Nov;Accura;Urbana;Mujer;Casado;39;Sedan;Alto;3;5mas;No;2024;83.98;1
12587;Nov;Pontiac;Urbana;Mujer;Soltero;26;Sedan;Bajo;2;5mas;No;2024;110.08;0
12588;Nov;Pontiac;Urbana;Hombre;Casado;47;Sedan;Bajo;3;5mas;No;2024;301.82;1
12589;Oct;Toyota;Urbana;Hombre;Soltero;35;Sedan;Bajo;4;5mas;No;2024;121.19;0
12590;Oct;Toyota;Urbana;Hombre;Soltero;31;Deportivo;Bajo;2;5mas;No;2024;285.96;1
12591;Sep;Toyota;Urbana;Hombre;Casado;46;Sedan;Bajo;4;5mas;No;2024;39.02;1
12592;Sep;Chevrolet;Urbana;Hombre;Casado;59;Sedan;Medio;2;5mas;No;2024;475.68;1
12593;Ago;Toyota;Urbana;Hombre;Casado;73;Deportivo;Bajo;2;5mas;No;2024;51.98;0
12594;May;Chevrolet;Urbana;Mujer;Casado;37;Sedan;Bajo;1;5mas;No;2024;222.85;1
12595;Ago;Toyota;Urbana;Hombre;Casado;41;Deportivo;Bajo;2;5mas;No;2024;19.81;1
12596;Jul;Pontiac;Urbana;Hombre;Casado;33;Deportivo;Medio;4;5mas;No;2024;59.14;0
12597;Jul;Chevrolet;Urbana;Mujer;Soltero;32;Deportivo;Bajo;2;5mas;No;2024;38.67;1
12598;Jun;Chevrolet;Urbana;Hombre;Casado;36;Deportivo;Medio;2;5mas;No;2024;183.45;1
12599;Jun;Toyota;Urbana;Hombre;Soltero;27;Sedan;Medio;1;5mas;No;2024;217.38;1
12600;Jun;Pontiac;Urbana;Hombre;Casado;45;Deportivo;Bajo;3;5mas;No;2024;97.04;0
12601;Jun;Toyota;Urbana;Hombre;Soltero;31;Sedan;Bajo;1;5mas;No;2024;182.15;1
12602;Jun;Chevrolet;Rural;Hombre;Casado;52;Deportivo;Bajo;1;5mas;No;2024;151.53;1
12603;Jun;Pontiac;Urbana;Hombre;Casado;61;Sedan;Medio;3;5mas;No;2024;83.89;0
12604;May;Mazda;Urbana;Hombre;Casado;56;Sedan;Medio;3;5mas;No;2024;20.84;1
12605;May;Mercury;Urbana;Hombre;Casado;55;Sedan;Bajo;1;5mas;No;2024;213.40;1
12606;May;Pontiac;Urbana;Hombre;Casado;58;Deportivo;Alto;4;5mas;No;2024;75.70;1
12607;May;Honda;Urbana;Hombre;Casado;52;Sedan;Bajo;1;5mas;No;2024;370.85;1
12608;Abr;Honda;Urbana;Hombre;Casado;27;Sedan;Bajo;1;5mas;No;2024;97.35;1
12609;Abr;Pontiac;Rural;Hombre;Casado;49;Deportivo;Medio;4;5mas;No;2024;354.81;1
12610;May;Pontiac;Urbana;Hombre;Soltero;31;Sedan;Medio;1;5mas;No;2024;190.10;1
12611;Mar;Toyota;Urbana;Hombre;Casado;53;Deportivo;Medio;1;5mas;No;2024;430.06;1
12612;Mar;Toyota;Urbana;Hombre;Casado;63;Sedan;Bajo;1;5mas;No;2024;38.61;0
12613;Mar;Chevrolet;Urbana;Hombre;Casado;29;Deportivo;Bajo;4;5mas;No;2024;66.19;1
12614;Mar;Ford;Urbana;Hombre;Casado;54;Sedan;Medio;3;5mas;No;2024;219.29;1
12615;Feb;Chevrolet;Urbana;Mujer;Soltero;40;Sedan;Bajo;2;5mas;No;2024;180.17;1
12616;Ene;Chevrolet;Urbana;Hombre;Casado;36;Deportivo;Bajo;4;5mas;No;2024;233.84;1
12617;Ene;Honda;Urbana;Hombre;Casado;44;Deportivo;Medio;2;5mas;No;2024;401.50;1
12618;Nov;Honda;Urbana;Hombre;Soltero;24;Deportivo;Bajo;2;5mas;No;2024;181.05;1
12619;Nov;Honda;Urbana;Mujer;Casado;33;Sedan;Bajo;1;5mas;No;2024;96.24;1
12620;Nov;Pontiac;Urbana;Hombre;Soltero;35;Deportivo;Medio;3;5mas;No;2024;430.99;1
12621;Nov;Pontiac;Urbana;Hombre;Casado;74;Sedan;Medio;4;5mas;No;2024;144.77;0
12622;Nov;Toyota;Urbana;Hombre;Casado;45;Deportivo;Medio;3;5mas;No;2024;445.44;0
12623;May;Accura;Urbana;Hombre;Casado;44;Deportivo;Alto;2;5mas;No;2024;231.25;1
12624;Feb;Toyota;Urbana;Hombre;Soltero;26;Sedan;Bajo;1;5mas;No;2024;120.23;1
12625;Jun;Chevrolet;Urbana;Hombre;Casado;49;Sedan;Medio;3;5mas;No;2024;46.20;1
12626;May;Chevrolet;Urbana;Hombre;Soltero;33;Sedan;Medio;3;5mas;No;2024;319.19;0
12627;May;Chevrolet;Urbana;Mujer;Soltero;34;Sedan;Bajo;3;5mas;No;2024;80.08;1
12628;Mar;Pontiac;Urbana;Hombre;Casado;54;Deportivo;Bajo;2;5mas;No;2024;204.07;0
12629;Dic;VW;Urbana;Hombre;Soltero;36;Sedan;Medio;2;5mas;No;2024;201.61;1
12630;Dic;Mazda;Urbana;Hombre;Soltero;33;Deportivo;Bajo;1;5mas;No;2024;92.51;1
12631;Abr;Honda;Rural;Hombre;Casado;57;Sedan;Medio;3;5mas;Si;2024;17.68;0
12632;Jun;Toyota;Urbana;Hombre;Casado;34;Deportivo;Bajo;4;5mas;No;2024;338.66;1
12633;Jun;Pontiac;Urbana;Hombre;Casado;48;Deportivo;Bajo;4;5mas;No;2024;135.99;1
12634;Oct;Dodge;Urbana;Hombre;Casado;63;Deportivo;Medio;4;5mas;No;2024;96.52;1
12635;Oct;Chevrolet;Urbana;Mujer;Soltero;34;Deportivo;Medio;3;5mas;No;2024;43.44;1
12636;May;Pontiac;Urbana;Hombre;Casado;45;Sedan;Bajo;2;5mas;No;2024;27.48;1
12637;Oct;Honda;Urbana;Hombre;Soltero;45;Deportivo;Bajo;4;5mas;No;2024;133.24;1
12638;Oct;Mazda;Urbana;Mujer;Soltero;21;Deportivo;Bajo;2;3y;No;2024;249.98;0
12639;Jul;Honda;Rural;Hombre;Soltero;0;Sedan;Alto;3;0y;No;2024;515.31;0
12640;Feb;Ford;Urbana;Hombre;Soltero;26;Sedan;Medio;3;5mas;No;2024;102.51;1
12641;Feb;Mazda;Urbana;Hombre;Casado;34;Sedan;Bajo;2;5mas;No;2024;90.00;1
12642;May;Chevrolet;Urbana;Hombre;Casado;48;Sedan;Alto;2;4y;No;2024;426.60;1
12643;May;Toyota;Rural;Hombre;Soltero;30;Sedan;Bajo;4;5mas;No;2024;176.65;0
12644;Jul;Pontiac;Urbana;Hombre;Soltero;36;Deportivo;Medio;4;5mas;No;2024;20.48;1
12645;Jun;Pontiac;Urbana;Mujer;Casado;46;Deportivo;Bajo;4;5mas;No;2024;2.85;1
12646;Jun;Honda;Rural;Hombre;Casado;42;Sedan;Bajo;2;5mas;No;2024;224.26;0
12647;Sep;Honda;Urbana;Hombre;Casado;30;Deportivo;Bajo;1;5mas;No;2024;411.27;0
12648;Sep;Pontiac;Urbana;Hombre;Casado;30;Sedan;Bajo;3;5mas;No;2024;12.78;1
12649;Sep;Toyota;Urbana;Hombre;Soltero;29;Deportivo;Bajo;4;5mas;No;2024;32.92;1
12650;Nov;Pontiac;Urbana;Hombre;Soltero;25;Sedan;Medio;3;2y;No;2024;215.74;1
12651;Mar;Mazda;Urbana;Hombre;Soltero;33;Deportivo;Bajo;3;5mas;No;2024;137.87;1
12652;Mar;Chevrolet;Urbana;Hombre;Casado;61;Sedan;Medio;2;5mas;No;2024;133.69;1
12653;Feb;Pontiac;Urbana;Hombre;Casado;43;Deportivo;Medio;2;5mas;No;2024;130.47;1
12654;Jun;Honda;Urbana;Hombre;Casado;46;Sedan;Bajo;1;5mas;No;2024;433.59;1
12655;Abr;Pontiac;Urbana;Hombre;Casado;40;Deportivo;Medio;3;5mas;No;2024;77.77;1
12656;May;Ford;Urbana;Mujer;Soltero;26;Sedan;Medio;4;5mas;No;2024;80.88;1
12657;Jun;Mercury;Rural;Hombre;Casado;41;Sedan;Alto;3;5mas;No;2024;26.17;1
12658;Jun;Honda;Urbana;Hombre;Casado;45;Deportivo;Alto;4;5mas;No;2024;1.03;0
12659;Jul;Toyota;Urbana;Mujer;Casado;26;Sedan;Bajo;4;5mas;No;2024;89.22;1
12660;Jun;Chevrolet;Urbana;Hombre;Casado;44;Sedan;Medio;1;5mas;No;2024;110.37;0
12661;Jun;Toyota;Urbana;Hombre;Casado;29;Deportivo;Bajo;3;5mas;No;2024;99.91;1
12662;Sep;Toyota;Urbana;Mujer;Casado;42;Sedan;Bajo;3;5mas;No;2024;374.58;0
12663;Nov;Mazda;Urbana;Mujer;Casado;31;Sedan;Medio;2;5mas;No;2024;79.73;1
12664;Nov;Pontiac;Urbana;Hombre;Soltero;34;Sedan;Bajo;2;5mas;No;2024;132.50;0
12665;Dic;Pontiac;Urbana;Hombre;Casado;49;Sedan;Bajo;4;5mas;No;2024;41.92;1
12666;Dic;Honda;Urbana;Hombre;Casado;62;Sedan;Bajo;4;5mas;No;2024;187.71;1
12667;Nov;Honda;Urbana;Hombre;Casado;32;Deportivo;Bajo;2;5mas;No;2024;38.77;0
12668;Nov;Toyota;Urbana;Hombre;Casado;31;Sedan;Bajo;3;5mas;No;2024;138.26;0
12669;Nov;Toyota;Urbana;Hombre;Casado;47;Sedan;Bajo;2;5mas;No;2024;256.09;1
12670;Oct;Mazda;Urbana;Hombre;Casado;64;Sedan;Bajo;3;5mas;No;2024;33.19;1
12671;Sep;Saab;Urbana;Hombre;Casado;35;Sedan;Medio;4;5mas;No;2024;301.36;0
12672;Sep;Mazda;Rural;Hombre;Casado;43;Sedan;Medio;1;5mas;No;2024;290.57;0
12673;Jun;Toyota;Urbana;Hombre;Casado;40;Sedan;Bajo;3;5mas;No;2024;111.63;0
12674;Jul;Pontiac;Urbana;Hombre;Soltero;22;Sedan;Bajo;1;5mas;No;2024;18.26;1
12675;Jul;Toyota;Urbana;Mujer;Casado;37;Deportivo;Bajo;1;5mas;No;2024;398.20;0
12676;Jul;Toyota;Urbana;Hombre;Casado;56;Deportivo;Bajo;3;5mas;No;2024;47.42;1
12677;Jul;Mazda;Urbana;Hombre;Casado;32;Deportivo;Alto;1;5mas;No;2024;83.45;1
12678;Jul;Mazda;Urbana;Hombre;Soltero;25;Deportivo;Bajo;1;5mas;No;2024;173.16;1
12679;Jun;Honda;Urbana;Hombre;Casado;55;Sedan;Bajo;1;5mas;No;2024;72.08;0
12680;Jun;Mazda;Urbana;Hombre;Casado;70;Deportivo;Bajo;3;5mas;No;2024;234.27;1
12681;May;Pontiac;Rural;Mujer;Casado;28;Sedan;Bajo;2;5mas;No;2024;62.75;1
12682;May;Toyota;Rural;Hombre;Soltero;25;Sedan;Bajo;2;5mas;No;2024;132.72;1
12683;May;Pontiac;Rural;Hombre;Soltero;32;Deportivo;Bajo;3;5mas;No;2024;398.37;1
12684;Mar;Honda;Rural;Hombre;Casado;53;Sedan;Bajo;2;5mas;No;2024;60.26;0
12685;Mar;Pontiac;Urbana;Hombre;Casado;36;Sedan;Bajo;2;5mas;No;2024;211.16;1
12686;Oct;Honda;Rural;Hombre;Soltero;26;Sedan;Bajo;1;5mas;No;2024;36.08;1
12687;Oct;Pontiac;Urbana;Hombre;Casado;39;Sedan;Medio;3;5mas;No;2024;118.93;1
12688;Oct;Toyota;Urbana;Hombre;Casado;64;Sedan;Bajo;1;5mas;No;2024;219.47;1
12689;Sep;Toyota;Urbana;Mujer;Soltero;26;Deportivo;Bajo;2;5mas;No;2024;445.99;1
12690;Sep;Pontiac;Urbana;Hombre;Casado;48;Deportivo;Bajo;3;5mas;No;2024;123.22;1
12691;Ago;Honda;Urbana;Mujer;Otro;46;Deportivo;Alto;2;5mas;No;2024;401.46;1
12692;Jun;Mazda;Urbana;Mujer;Soltero;39;Sedan;Bajo;2;5mas;No;2024;131.61;1
12693;Jul;Toyota;Urbana;Hombre;Casado;53;Deportivo;Medio;1;5mas;No;2024;73.23;1
12694;Jun;Pontiac;Rural;Hombre;Casado;26;Sedan;Bajo;2;5mas;No;2024;41.36;1
12695;May;Pontiac;Urbana;Mujer;Soltero;26;Deportivo;Bajo;3;5mas;No;2024;71.18;1
12696;May;Chevrolet;Urbana;Hombre;Casado;33;Deportivo;Medio;2;5mas;No;2024;164.68;1
12697;May;Toyota;Urbana;Mujer;Casado;32;Deportivo;Bajo;4;5mas;No;2024;83.95;0
12698;May;Pontiac;Urbana;Hombre;Casado;38;Sedan;Bajo;1;5mas;No;2024;80.12;1
12699;Abr;Honda;Urbana;Hombre;Casado;47;Deportivo;Alto;3;5mas;No;2024;27.61;1
12700;Abr;Mazda;Urbana;Hombre;Soltero;29;Sedan;Bajo;3;5mas;No;2024;62.72;1
12701;Abr;Pontiac;Rural;Hombre;Soltero;35;Sedan;Medio;1;5mas;No;2024;28.56;0
12702;Abr;Mazda;Urbana;Hombre;Soltero;62;Deportivo;Bajo;4;5mas;No;2024;34.63;1
12703;Abr;Toyota;Urbana;Hombre;Soltero;29;Deportivo;Bajo;2;5mas;No;2024;54.25;1
12704;Abr;Honda;Rural;Hombre;Casado;49;Sedan;Bajo;4;5mas;No;2024;182.72;1
12705;Abr;Toyota;Urbana;Hombre;Casado;38;Sedan;Bajo;1;5mas;No;2024;323.70;0
12706;Mar;Honda;Urbana;Hombre;Soltero;0;Deportivo;Alto;3;0y;No;2024;199.38;1
12707;Mar;Toyota;Urbana;Hombre;Casado;53;Deportivo;Bajo;2;5mas;No;2024;359.27;1
12708;Feb;Honda;Urbana;Hombre;Casado;65;Sedan;Bajo;2;5mas;No;2024;430.56;1
12709;Feb;Mazda;Urbana;Hombre;Casado;42;Deportivo;Alto;4;5mas;No;2024;148.05;1
12710;Ene;Pontiac;Urbana;Hombre;Soltero;35;Deportivo;Medio;1;5mas;No;2024;131.47;1
12711;Nov;Honda;Urbana;Hombre;Soltero;24;Deportivo;Bajo;4;5mas;No;2024;320.90;0
12712;Sep;Toyota;Urbana;Hombre;Casado;57;Sedan;Medio;2;5mas;No;2024;435.84;1
12713;Jul;Toyota;Urbana;Hombre;Soltero;30;Deportivo;Medio;1;5mas;No;2024;254.97;1
12714;Sep;Toyota;Urbana;Hombre;Casado;59;Sedan;Bajo;3;5mas;No;2024;450.33;1
12715;Oct;Honda;Urbana;Mujer;Soltero;31;Sedan;Bajo;3;5mas;No;2024;160.71;1
12716;Jul;Honda;Urbana;Hombre;Casado;46;Deportivo;Medio;3;5mas;No;2024;114.51;1
12717;May;Honda;Urbana;Hombre;Casado;41;Sedan;Alto;2;5mas;No;2024;158.43;1
12718;Abr;Chevrolet;Urbana;Hombre;Casado;29;Deportivo;Bajo;2;5mas;No;2024;16.85;1
12719;Mar;Toyota;Urbana;Hombre;Soltero;29;Sedan;Bajo;4;5mas;No;2024;366.62;0
12720;Mar;Toyota;Urbana;Hombre;Casado;46;Sedan;Medio;3;5mas;No;2024;57.90;0
12721;Oct;VW;Rural;Hombre;Casado;31;Sedan;Alto;2;5mas;No;2024;576.53;0
12722;Ago;Honda;Urbana;Hombre;Casado;53;Sedan;Medio;4;5mas;No;2024;197.60;1
12723;Ago;Toyota;Rural;Hombre;Casado;35;Sedan;Alto;1;5mas;No;2024;41.58;1
12724;Jun;Pontiac;Urbana;Hombre;Soltero;35;Sedan;Bajo;3;5mas;No;2024;122.12;0
12725;Jun;Chevrolet;Urbana;Mujer;Casado;35;Sedan;Bajo;2;5mas;No;2024;6.51;1
12726;Jun;Toyota;Urbana;Hombre;Casado;30;Sedan;Medio;2;5mas;No;2024;172.48;1
12727;Ene;Chevrolet;Rural;Hombre;Casado;41;Sedan;Medio;4;5mas;No;2024;184.24;1
12728;Nov;Pontiac;Urbana;Hombre;Casado;56;Sedan;Bajo;3;5mas;No;2024;134.17;0
12729;Oct;Accura;Urbana;Hombre;Casado;30;Sedan;Medio;3;5mas;No;2024;234.92;1
12730;Ene;Toyota;Urbana;Hombre;Casado;36;Sedan;Bajo;1;5mas;No;2024;415.26;1
12731;Ago;Toyota;Urbana;Hombre;Casado;53;Sedan;Bajo;2;5mas;No;2024;177.95;0
12732;Ago;Pontiac;Rural;Hombre;Casado;55;Sedan;Bajo;3;5mas;No;2024;285.52;1
12733;Nov;Honda;Urbana;Hombre;Casado;58;Sedan;Medio;4;5mas;No;2024;75.61;1
12734;Oct;Pontiac;Urbana;Hombre;Casado;48;Sedan;Bajo;3;5mas;No;2024;154.92;1
12735;Ago;Honda;Urbana;Hombre;Casado;40;Sedan;Bajo;4;5mas;No;2024;114.42;1
12736;Feb;Ford;Urbana;Hombre;Soltero;35;Sedan;Alto;2;5mas;No;2024;16.59;1
12737;Feb;Honda;Urbana;Hombre;Casado;41;Sedan;Medio;2;5mas;No;2024;62.73;1
12738;Mar;Mazda;Rural;Hombre;Casado;35;Sedan;Bajo;3;5mas;No;2024;180.80;0
12739;Jun;Toyota;Urbana;Mujer;Casado;43;Sedan;Bajo;4;5mas;No;2024;23.41;0
12740;Jun;Toyota;Urbana;Hombre;Casado;43;Sedan;Bajo;3;5mas;No;2024;80.61;0
12741;Ago;Mazda;Urbana;Hombre;Soltero;28;Sedan;Bajo;4;5mas;No;2024;12.92;1
12742;Oct;Toyota;Urbana;Hombre;Casado;45;Deportivo;Medio;3;5mas;No;2024;61.80;1
12743;Oct;Toyota;Urbana;Hombre;Soltero;28;Deportivo;Bajo;3;5mas;No;2024;122.65;0
12744;Nov;Toyota;Urbana;Hombre;Soltero;30;Deportivo;Medio;2;5mas;No;2024;30.38;0
12745;Nov;Pontiac;Urbana;Hombre;Casado;43;Sedan;Bajo;3;5mas;No;2024;0.80;0
12746;Feb;Toyota;Urbana;Hombre;Casado;46;Deportivo;Medio;2;5mas;No;2024;335.96;1
12747;Jun;Pontiac;Urbana;Mujer;Casado;53;Sedan;Bajo;3;5mas;No;2024;182.61;1
12748;Jun;Pontiac;Urbana;Hombre;Casado;52;Sedan;Medio;2;5mas;No;2024;46.25;1
12749;Abr;Toyota;Urbana;Hombre;Casado;29;Deportivo;Bajo;1;5mas;No;2024;352.37;1
12750;Ago;VW;Rural;Hombre;Soltero;41;Deportivo;Medio;1;5mas;No;2024;303.48;1
12751;Sep;Mazda;Urbana;Mujer;Soltero;37;Deportivo;Bajo;4;5mas;No;2024;81.80;1
12752;Nov;Pontiac;Urbana;Mujer;Soltero;30;Deportivo;Bajo;2;5mas;No;2024;12.56;0
12753;Nov;Pontiac;Urbana;Hombre;Soltero;63;Deportivo;Bajo;2;5mas;No;2024;208.98;1
12754;Nov;Mazda;Urbana;Mujer;Soltero;29;Deportivo;Medio;3;5mas;No;2024;110.29;0
12755;Nov;Toyota;Urbana;Hombre;Casado;53;Sedan;Bajo;2;5mas;No;2024;173.18;1
12756;Nov;Chevrolet;Urbana;Hombre;Casado;41;Sedan;Alto;3;5mas;No;2024;321.54;1
12757;Nov;Mazda;Urbana;Mujer;Casado;44;Deportivo;Medio;3;5mas;No;2024;13.70;1
12758;Oct;Pontiac;Urbana;Hombre;Soltero;31;Sedan;Medio;3;5mas;No;2024;252.43;1
12759;Sep;Saab;Urbana;Hombre;Casado;54;Sedan;Medio;2;5mas;No;2024;42.77;0
12760;Ago;Mazda;Urbana;Hombre;Casado;30;Sedan;Bajo;2;5mas;No;2024;1.40;1
12761;Ago;Pontiac;Urbana;Hombre;Casado;41;Deportivo;Bajo;4;5mas;No;2024;147.12;1
12762;Mar;Pontiac;Urbana;Hombre;Soltero;24;Sedan;Alto;1;5mas;No;2024;205.46;0
12763;Feb;Honda;Urbana;Hombre;Casado;45;Deportivo;Bajo;2;5mas;No;2024;40.59;1
12764;Jun;Pontiac;Urbana;Hombre;Soltero;34;Sedan;Bajo;2;5mas;No;2024;41.42;1
12765;Dic;Mazda;Urbana;Mujer;Soltero;29;Deportivo;Bajo;4;4y;No;2024;129.02;1
12766;Nov;Accura;Urbana;Hombre;Soltero;33;Deportivo;Medio;1;5mas;No;2024;109.22;1
12767;Nov;Mazda;Urbana;Hombre;Casado;27;Deportivo;Medio;3;5mas;No;2024;48.18;1
12768;Nov;Pontiac;Urbana;Hombre;Casado;37;Sedan;Medio;4;5mas;No;2024;244.68;1
12769;Nov;Pontiac;Urbana;Hombre;Casado;44;Deportivo;Medio;3;5mas;No;2024;305.54;1
12770;Nov;Pontiac;Urbana;Hombre;Casado;28;Sedan;Bajo;2;5mas;No;2024;158.09;0
12771;Oct;Mazda;Urbana;Hombre;Casado;45;Sedan;Bajo;3;5mas;No;2024;65.67;1
12772;Ago;Pontiac;Rural;Hombre;Casado;71;Sedan;Bajo;3;5mas;No;2024;336.69;0
12773;Ago;Mazda;Urbana;Hombre;Soltero;30;Sedan;Bajo;2;5mas;No;2024;26.74;0
12774;Jul;Mazda;Rural;Hombre;Casado;54;Deportivo;Bajo;2;5mas;No;2024;188.33;0
12775;Jul;Chevrolet;Urbana;Mujer;Soltero;33;Sedan;Bajo;2;5mas;No;2024;7.77;1
12776;Jul;Pontiac;Rural;Hombre;Casado;35;Sedan;Medio;3;5mas;No;2024;45.92;1
12777;Abr;Honda;Urbana;Hombre;Casado;65;Sedan;Bajo;2;5mas;No;2024;219.04;1
12778;Mar;Ford;Urbana;Hombre;Otro;63;Sedan;Medio;1;5mas;No;2024;89.52;1
12779;Mar;Toyota;Urbana;Hombre;Casado;33;Sedan;Medio;3;5mas;No;2024;43.24;1
12780;Feb;VW;Urbana;Hombre;Casado;50;Sedan;Alto;2;5mas;No;2024;186.62;0
12781;Sep;Toyota;Urbana;Hombre;Soltero;37;Sedan;Bajo;1;5mas;No;2024;207.62;0
12782;Sep;Chevrolet;Urbana;Mujer;Soltero;24;Deportivo;Bajo;2;5mas;No;2024;85.74;0
12783;Ago;Chevrolet;Urbana;Hombre;Casado;44;Deportivo;Medio;2;5mas;No;2024;53.95;1
12784;Ago;Honda;Rural;Hombre;Soltero;19;Sedan;Bajo;1;3y;No;2024;265.92;0
12785;Ene;Toyota;Urbana;Hombre;Soltero;45;Deportivo;Medio;2;5mas;No;2024;95.02;1
12786;Dic;Chevrolet;Urbana;Hombre;Casado;48;Deportivo;Bajo;3;5mas;No;2024;25.06;0
12787;Abr;Honda;Urbana;Mujer;Casado;28;Deportivo;Medio;4;5mas;No;2024;2.27;1
12788;Mar;Mazda;Urbana;Hombre;Casado;72;Sedan;Bajo;2;5mas;No;2024;38.83;0
12789;May;Toyota;Urbana;Hombre;Soltero;28;Deportivo;Medio;4;5mas;No;2024;106.61;0
12790;Abr;Pontiac;Urbana;Hombre;Soltero;24;Sedan;Bajo;2;5mas;No;2024;9.80;1
12791;Ago;Chevrolet;Urbana;Hombre;Casado;55;Sedan;Bajo;1;5mas;No;2024;53.91;1
12792;Jun;Mazda;Urbana;Hombre;Casado;41;Deportivo;Alto;2;5mas;No;2024;134.63;1
12793;Jun;Mazda;Urbana;Mujer;Casado;37;Deportivo;Bajo;2;5mas;No;2024;116.85;0
12794;Abr;Honda;Urbana;Hombre;Casado;29;Deportivo;Bajo;4;5mas;No;2024;128.63;1
12795;Abr;Chevrolet;Urbana;Hombre;Casado;32;Sedan;Medio;4;5mas;No;2024;138.79;1
12796;Abr;Toyota;Urbana;Hombre;Casado;40;Sedan;Bajo;1;5mas;No;2024;166.81;0
12797;Abr;Mazda;Rural;Hombre;Soltero;19;Deportivo;Bajo;3;3y;No;2024;125.06;1
12798;Abr;Toyota;Urbana;Hombre;Casado;52;Sedan;Bajo;4;5mas;No;2024;161.83;0
12799;Jun;Toyota;Urbana;Hombre;Casado;31;Deportivo;Medio;4;5mas;No;2024;66.74;1
12800;Jun;Mazda;Urbana;Hombre;Casado;37;Sedan;Bajo;3;5mas;No;2024;162.33;1
12801;Jun;Nisson;Urbana;Hombre;Casado;39;Sedan;Alto;2;5mas;No;2024;216.80;1
12802;Jun;Honda;Urbana;Hombre;Soltero;52;Deportivo;Bajo;4;5mas;No;2024;0.59;1
12803;May;Pontiac;Rural;Hombre;Casado;39;Sedan;Medio;2;5mas;No;2024;34.32;1
12804;Jun;Honda;Urbana;Hombre;Soltero;30;Sedan;Bajo;1;5mas;No;2024;77.17;1
12805;Sep;Honda;Rural;Hombre;Casado;54;Sedan;Medio;3;5mas;No;2024;21.71;1
12806;Sep;Mazda;Urbana;Hombre;Soltero;42;Sedan;Medio;3;5mas;No;2024;113.08;1
12807;Sep;Pontiac;Urbana;Hombre;Casado;39;Sedan;Medio;1;5mas;No;2024;188.69;1
12808;Sep;Toyota;Urbana;Hombre;Casado;26;Deportivo;Bajo;4;5mas;No;2024;82.95;1
12809;Oct;Chevrolet;Urbana;Mujer;Soltero;45;Deportivo;Alto;3;5mas;No;2024;81.49;1
12810;Jun;Toyota;Rural;Hombre;Casado;27;Sedan;Bajo;1;5mas;No;2024;46.47;1
12811;Oct;Accura;Rural;Hombre;Casado;45;Sedan;Alto;3;5mas;No;2024;239.51;1
12812;Abr;Chevrolet;Urbana;Hombre;Casado;52;Sedan;Bajo;2;5mas;No;2024;410.23;1
12813;Abr;Accura;Urbana;Hombre;Casado;31;Sedan;Medio;1;5mas;No;2024;77.13;0
12814;May;Toyota;Urbana;Hombre;Soltero;27;Deportivo;Bajo;1;5mas;No;2024;189.87;1
12815;May;Toyota;Urbana;Mujer;Casado;41;Sedan;Bajo;4;5mas;No;2024;36.99;0
12816;Jul;Toyota;Urbana;Hombre;Soltero;28;Sedan;Bajo;4;5mas;No;2024;215.33;0
12817;Jul;Pontiac;Rural;Hombre;Casado;29;Sedan;Medio;1;5mas;No;2024;175.37;0
12818;Jul;Ford;Rural;Hombre;Casado;29;Sedan;Medio;1;5mas;No;2024;30.63;1
12819;Ago;Pontiac;Urbana;Hombre;Soltero;27;Sedan;Medio;3;5mas;No;2024;42.23;1
12820;Jun;Mazda;Rural;Hombre;Soltero;27;Sedan;Bajo;4;5mas;No;2024;152.50;1
12821;Nov;Nisson;Urbana;Hombre;Casado;60;Carga;Alto;4;5mas;No;2024;13.84;0
12822;Nov;Toyota;Rural;Hombre;Casado;30;Sedan;Bajo;2;5mas;No;2024;179.85;0
12823;Dic;Ford;Urbana;Hombre;Casado;33;Sedan;Medio;2;5mas;No;2024;99.62;1
12824;Feb;Pontiac;Rural;Hombre;Casado;65;Deportivo;Bajo;3;5mas;No;2024;73.13;0
12825;Feb;Pontiac;Urbana;Hombre;Casado;44;Sedan;Bajo;3;5mas;No;2024;59.19;1
12826;Jun;Chevrolet;Urbana;Hombre;Soltero;42;Sedan;Alto;2;5mas;No;2024;17.31;1
